Biagrams,Frequency
"('first', 'condemn')",1
"('every', 'indigenous')",1
"('herdsmen', 'broth')",1
"('chairman', 'benuethe')",1
"('breasts', 'first')",1
"('every', 'hausa')",1
"('friendroonu', ""'"")",1
"('arming', 'herdsmen')",1
"('freely', 'x94')",1
"('craft', 'x94')",1
"('herdsmen', 'farmlands')",1
"('correct', 'every')",1
"('x94', 'farmers')",1
"('people', 'biafra')",1
"('herdsmen', 'silence')",1
"('farmlands', 'x94')",1
"('islamize', 'nigeria')",1
"('confirmed', 'murde')",1
"('caused', 'fulani')",1
"('hypocrite', 'mentioned')",1
"('nigeria', 'agenda')",1
"('herdsmen', 'witch')",1
"('biafra', 'correct')",1
"('agenda', 'christians')",1
"('looking', 'crime')",1
"('herdsmen', 'x98xadx98xadx98xad')",1
"('arewa', 'cor')",1
"('x98xadx98xadx98xad', ""'"")",1
"('witch', 'craft')",1
"('terrorists', 'maintain')",1
"('southwest', ""'"")",1
"('herdsmen', 'romantically')",1
"('problem', 'xc3xb2mxc3xb2')",1
"('profilers', 'neve')",1
"('carnage', 'caused')",1
"('unanwhy', 'engage')",1
"('engaging', 'unanwhy')",1
"('romantically', 'engaging')",1
"('ethnic', 'profilers')",1
"('indigenous', 'pple')",1
"('buhari', 'defend')",1
"('selfpreservation', 'ethnic')",1
"('xc3xb2mxc3xb2', 'selfpreservation')",1
"('given', 'herdsmen')",1
"('marketing', 'libya')",1
"('worse', 'herdsmen')",1
"('massive', 'problem')",1
"('license', 'yariba')",1
"('herdsmen', 'license')",1
"('question', 'credit')",1
"('showing', 'breasts')",1
"('indigenous', 'indigenous')",1
"('called', 'indigenous')",1
"('state', 'federal')",1
"('silence', 'state')",1
"('answered', 'question')",1
"('engage', 'ogun')",1
"('behind', 'unrest')",1
"('ogun', ""'"")",1
"('herdsmen', 'all')",1
"('waiting', 'herdsmen')",1
"('voted', 'complaining')",1
"('investigate', 'behind')",1
"('yariba', 'voted')",1
"('prosperd', 'people')",1
"('gloves', 'approach')",1
"('fasoranti', 'daughter')",1
"('condemn', 'girls')",1
"('animal', 'haram')",1
"('killed', 'fasoranti')",1
"('unrest', ""'"")",1
"('attack', 'y')",1
"('betty', 'nyamirihat')",1
"('fought', 'military')",1
"('military', 'dictator')",1
"('dictator', 'fought')",1
"('fought', 'democracy')",1
"('igbos', 'killer')",1
"('democracy', 'side')",1
"('joking', 'spent')",1
"('spent', 'herdsmen')",1
"('defended', 'herdsmen')",1
"('nyamirihat', 'defended')",1
"('ronuthe', 'herdsmen')",1
"('ewepu', 'flogged')",1
"('warrior', 'mindpc=')",1
"('regimeecause', 'ca')",1
"('girls', 'showing')",1
"('propaganda', 'buhari')",1
"('thompson', 'ewepu')",1
"('yorubas', 'brothers')",1
"('terrorist', 'regimeecause')",1
"('fulani/apc', 'yorubas')",1
"('group', 'reasonable')",1
"('mindpc=', 'haram')",1
"(""n't"", 'gloves')",1
"('alone', 'fulani/apc')",1
"('yoruba', 'ronuthe')",1
"('terrorist', 'becas')",1
"('shout', 'yoruba')",1
"('herdsmen', 'combination')",1
"('credit', 'igbos')",1
"('miscreant', 'c')",1
"('landnyou', 'you')",1
"('daughter', ""''"")",1
"('landot', 'village')",1
"('x98x82x98x82x98x82x98x82x98x82', 'hex99s')",1
"('mentioned', 'herdsmen')",1
"('reasonable', 'carnage')",1
"('crime', 'vowed')",1
"('becas', 'thompson')",1
"('hex99s', 'animal')",1
"('portion', 'landot')",1
"('report', 'x98x82x98x82x98x82x98x82x98x82')",1
"('village', 'landnyou')",1
"('me', 'report')",1
"('activity', 'with')",1
"('herdsmen', 'maintain')",1
"('hegoat', 'herdsmen')",1
"('smells', 'hegoat')",1
"('large', 'portion')",1
"('thompson', 'biafra')",1
"('killer', 'free')",1
"('backyard', 'can')",1
"('herdsmen', 'miscreant')",1
"('access', 'large')",1
"('perpetrators', 'o')",1
"('committed', 'perpetrators')",1
"('assassination', 'atrocities')",1
"('not', '')",1
"('herdsmen', 'backyard')",1
"('alleged', 'killer')",1
"('biafra', 'terroris')",1
"('world', 'knows')",1
"('knows', 'nigeria')",1
"('flogged', 'terrorist')",1
"('years', 'noticed')",1
"('trucks', 'cattle')",1
"('libya', 'propaganda')",1
"('evil', ""'"")",1
"('politicalhis', 'killer')",1
"('anyone', 'father')",1
"('checked', 'election')",1
"('story', ""'"")",1
"('tears', 'pla')",1
"('politically', 'motivatedto')",1
"('motivatedto', 'investigation')",1
"('investigation', 'accuse')",1
"('refute', 'allegationthis')",1
"('herdsmen', 'refute')",1
"('accuse', 'herdsmenother')",1
"('flood', 'tears')",1
"('without', 'anyone')",1
"('names', 'flood')",1
"('uncle', 'names')",1
"('herdsmenother', 'super')",1
"('father', 'uncle')",1
"('election', 'overndo')",1
"('herdsmen', 'recently')",1
"('obsession', 'herdsmen')",1
"('slaughter', 'retweet')",1
"('worries', 'catch')",1
"('supporting', 'evil')",1
"('statement', 'without')",1
"('someone', 'statement')",1
"('killed', 'sunday')",1
"('complaining', ""'"")",1
"('rather', ""'"")",1
"('bandits', 'military')",1
"('state', 'labour')",1
"('people', 'enough')",1
"('moving', 'around')",1
"('herdsmen', 'moving')",1
"('anybody', 'jus')",1
"('images', 'anybody')",1
"('super', 'story')",1
"('killings', ""'"")",1
"('soonontinue', 'supporting')",1
"('encouraged', 'banditry')",1
"('free', ""''"")",1
"('buhari', 'unl')",1
"('tribesmen', 'esr')",1
"('recently', 'centered')",1
"('centered', 'fulani')",1
"('herdsmen', 'there')",1
"('invaded', 'useless')",1
"('useless', 'buhari')",1
"('injured', 'suspected')",1
"('complainlet', 'build')",1
"('killings//first', 'class')",1
"('claim', 'tribesmen')",1
"('herdsmen', 'killings//first')",1
"('overndo', 'state')",1
"('region', 'themixa5xefxb8x8fmnk')",1
"('weapons', 'attack')",1
"('x9cherdsmen', 'others')",1
"('reportngf', 'hold')",1
"('jokes', 'russia')",1
"('herdsmen', 'rather')",1
"('states', 'investment')",1
"('herdsmen', 'doin')",1
"('herdsmen', 'attackeight')",1
"('attacks', 'communitya')",1
"('attackeight', 'states')",1
"('injured', 'killed')",1
"('sisters', 'on')",1
"('bridges', 'herdsmen')",1
"('others', 'weapons')",1
"('investment', 'years')",1
"('russia', 'and')",1
"('ashamed', 'complainlet')",1
"('years', 'reportngf')",1
"('fulani', 'herdsmenigboland')",1
"('nigeria', 'islamic')",1
"('allegationthis', 'politicalhis')",1
"('herdsmen', 'jokes')",1
"('squadsomething', 'adding')",1
"('peter', 'that')",1
"('assassin', 'squadsomething')",1
"('herdsmenigboland', 'southwest')",1
"('butcher', 'soonontinue')",1
"('olamide', 'herdsmen')",1
"('alarm', 'herdsmen')",1
"('attack', 'property')",1
"('state', 'attack')",1
"('state', 'eastern')",1
"('declare', 'txa3rrorists')",1
"('killed', 'a')",1
"('researchstill', 'killed')",1
"('please', 'researchstill')",1
"('txa3rrorists', 'please')",1
"('reason', 'resulted')",1
"('herdsmen', 'chima')",1
"('murdered', 'alleged')",1
"('terrorist/', 'political')",1
"('night', 'april')",1
"('herdsmen', 'biafra')",1
"('resulted', 'birth')",1
"('farmers', 'raises')",1
"('birth', 'biafrahe')",1
"('political', 'assassin')",1
"('herdsmen', 'terrorist/')",1
"('property', 'midnighte')",1
"('biafrahe', 'reason')",1
"('reason', 'nigeria')",1
"('nigeria', 'att')",1
"('hmmhis', 'herdsmen')",1
"(""''"", 'hmmhis')",1
"('killers', 'over')",1
"('itx99s', 'peter')",1
"(""'"", 'trucks')",1
"('herdsmen/boys', 'earl')",1
"('including', 'killing')",1
"('incessant', 'herdsmenx99s')",1
"('herdsmen', 'pu')",1
"('animalsew', 'years')",1
"('cause', 'animalsew')",1
"('anything', 'including')",1
"('lawhey', 'anything')",1
"('herdsmen', 'lawhey')",1
"('course', 'fulani')",1
"('nigeria', 'april')",1
"('starnews', 'nigeria')",1
"('pastor', 'i')",1
"('attacksread', 'starnews')",1
"('replies', 'tweet')",1
"('herdsmenx99s', 'attacksread')",1
"('noticed', 'herdsmen/boys')",1
"('people', 'banking')",1
"('people', 'clamouring')",1
"('clamouring', 'go')",1
"('electricity', 'sector')",1
"('april', 'suspected')",1
"('growing', 'always')",1
"('alarm', 'incessant')",1
"('tweet', 'tells')",1
"('banking', 'aviation')",1
"('aviation', 'electricity')",1
"('blame', 'he')",1
"('justifiable', 'reasons')",1
"('attacks', 'blame')",1
"('killing', 'soldiers')",1
"('killed', 'brothers')",1
"('northerners', ""'"")",1
"('destroy', 'northerners')",1
"('reasons', 'destroy')",1
"('country', 'prosperd')",1
"('master', 'asking')",1
"('mothers', 'sisters')",1
"('soldiers', 'policemen')",1
"('assassinations', 'country')",1
"('tells', 'thing')",1
"('herdsmeniswap', 'northern')",1
"('vowed', 'destroy')",1
"('gunmenxf0x98x8f', ""'"")",1
"('different', 'attacks')",1
"('corruption//hunger//evil', ""'"")",1
"('unknown', 'gunmenxf0x98x8f')",1
"('nigeria', 'te')",1
"('destroy', 'nation')",1
"('sector', 'herdsmen')",1
"('nation', 'herd')",1
"('people', 'three')",1
"('bokoharambanditsfulani', 'herdsmeniswap')",1
"('policemen', ""'"")",1
"('pained', ""'bishop"")",1
"('peace', 'bailedwhen')",1
"('bailedwhen', 'profi')",1
"('called', 'osinbanjo')",1
"('congress', 'visits')",1
"('disorder', 'permently')",1
"('bandit', 'haram')",1
"(""'"", 'the')",1
"(""'mumu"", ""'"")",1
"('osinbanjo', ""'mumu"")",1
"('oyedepo', 'called')",1
"('reflection', 'larger')",1
"(""'"", 'oyedepo')",1
"(""'bishop"", ""'"")",1
"('xinjiang', 'transfer')",1
"('organized', 'herdsmen')",1
"('leave', 'b')",1
"('remember', 'pained')",1
"('three', 'different')",1
"('permently', 'peace')",1
"('x92x94why', 'nigerian')",1
"('silenced', 'disorder')",1
"('sponsor', 'herdsmen')",1
"('arrested', 'persecutedeven')",1
"('class', 'corruption//hunger//evil')",1
"('anything', 't')",1
"('government', 'anything')",1
"('herdsmen', 'real')",1
"('everyday', 'government')",1
"('biafra', 'everyday')",1
"('larger', 'societye2')",1
"('killing', 'speard')",1
"('persecutedeven', 'killingdy')",1
"('police', 'thiswhen')",1
"('cover', 'assassinations')",1
"('herdsmen', 'cover')",1
"('speard', ""'"")",1
"('heard', 'sponsor')",1
"('outlawed', 'owned')",1
"('owned', 'citizens')",1
"('would', 'security')",1
"('order', 'governmente')",1
"('guess', 'silenced')",1
"('herdsmen', 'henchmen')",1
"('henchmen', 'nigerian')",1
"('thiswhen', 'would')",1
"('thought', 'outlawed')",1
"('thing', 'government')",1
"('herdsmen', 'xinjiang')",1
"('government', 'reflection')",1
"('security', 'apparatus')",1
"('liscensed', 'them')",1
"('freely', 'liscensed')",1
"('apparatus', 'goi')",1
"('citizens', 'herdsmen')",1
"('religious', 'tha')",1
"('community', 'residents')",1
"('killingdy', 'claimed')",1
"('yorubas', 'south')",1
"('this', 'x92x94why')",1
"('government', 'declared')",1
"('northerners', 'yaradua')",1
"('declared', 'herdsmen')",1
"('group', 'kille')",1
"('herdsmen', 'share')",1
"('share', 'goldberg')",1
"('goldberg', ""'"")",1
"('tweethe', 'northerners')",1
"('igboe', 'unknown')",1
"('south', 'west')",1
"('yaradua', 'peoplend')",1
"('peoplend', 's')",1
"('special', 'squad')",1
"('squad', 'herdsmen')",1
"('delta', 'congress')",1
"('gunmen', 'killer')",1
"('tenure', 'since')",1
"('action', ""'"")",1
"('worster', 'killer')",1
"('west', ""'"")",1
"('dealt', 'op')",1
"('attacks', 'bayelsa')",1
"('bayelsa', 'calls')",1
"('calls', 'action')",1
"('beginningy', 'prayer')",1
"('governance', 'tenure')",1
"('prayer', 'everyone')",1
"('everyone', 'added')",1
"('added', 'hands')",1
"('hands', 'present')",1
"('government', 'will')",1
"('cryheck', 'governance')",1
"('people', 'prefer')",1
"('since', 'dealt')",1
"('compromised', 'med')",1
"('herdsmen', 'them')",1
"('period', ""'"")",1
"('communities', 'terrorized')",1
"('numbered', 'herdsmenyou')",1
"('state', 'herdsmen')",1
"('herdsmen', 'targeted')",1
"('targeted', 'labour')",1
"('chairman', 'abialso')",1
"('abialso', 'herdsmen')",1
"('herdsmen', 'k1lledvictoria')",1
"('herdsmenyou', ""'re"")",1
"('residents', 'communities')",1
"(""'re"", 'definitely')",1
"('definitely', 'going')",1
"('going', 'bubu')",1
"('bubu', ""''"")",1
"('assassination', 'period')",1
"('cults', 'heads')",1
"('whole', 'cults')",1
"('herdsmen', 'carnage')",1
"('herdsmen', 'hellhey')",1
"('choice', 'state')",1
"('attack', 'political')",1
"('didn', 'shout')",1
"('finish', 'state')",1
"('accumulating', 'publ')",1
"('carnage', 'yoruba')",1
"('neighbors', 'b')",1
"('yoruba', 'landn')",1
"('people', 'didn')",1
"('shout', 'enough')",1
"('enter', 'herdsme')",1
"('enough', 'yoruba')",1
"('yoruba', 'neighbors')",1
"('claimed', 'c')",1
"('heads', 'enter')",1
"('nigerians', 'middle')",1
"('seeing', 'empowering')",1
"('nothing', 'immunity')",1
"('', 'making')",1
"('thought', 'grazing')",1
"('nonsense', 'already')",1
"('already', 'roundly')",1
"('roundly', 'rejectedif')",1
"('rejectedif', 'herdsmen')",1
"('herdsmen', 'peopl')",1
"('making', 'progress')",1
"('herdsmen', 'nothing')",1
"('progress', 'temporarily')",1
"('temporarily', 'removed')",1
"('removed', 'x9cfulanix9d')",1
"('x9cfulanix9d', 'x9cherdsmenx9d')",1
"('x9cherdsmenx9d', ""'"")",1
"('grazing', 'nonsense')",1
"('hates', 'followers')",1
"('peoplewe', 'seeing')",1
"('continue', 'tes')",1
"('empowering', 'securities')",1
"(""n't"", 'te')",1
"('securities', 'murdering')",1
"('yoruba', 'tinubu')",1
"('tinubu', 'herdsmen')",1
"('minds', 'fulani')",1
"('boldness', 'herdsmen')",1
"('followers', 'minds')",1
"('herdsmen', 'buhari')",1
"('buhari', 'rescue')",1
"('fight', 'bac')",1
"('group', 'nothing')",1
"('nothing', 'murder')",1
"('murder', 'peoplewe')",1
"('every', 'herdsmen')",1
"('immunity', 'others')",1
"('impact', 'fulani')",1
"('the', 'impact')",1
"('chickens', 'group')",1
"('sticks', 'graze')",1
"('are', ""n't"")",1
"(""n't"", ""''"")",1
"('caused', 'decrease')",1
"('herdsmen', 'drbatierdsmen')",1
"('drbatierdsmen', 'carry')",1
"('carry', 'sticks')",1
"('graze', 'cattle')",1
"('middle', 'chickens')",1
"('cattle', 'grass')",1
"('grass', 'landshey')",1
"('landshey', ""don't"")",1
"('injure', 'eightxa0others')",1
"('ehnerdsmen', 'killing')",1
"('group', 'ai')",1
"('activities', 'caused')",1
"('planted', 'hates')",1
"('crimes', ""''"")",1
"('others', 'are')",1
"('trivializedheir', 'activities')",1
"('economy', 'trivializedheir')",1
"('problem', 'x98x82x98x82x98x9b')",1
"(""'re"", 'herdsmen')",1
"('caught', 'identify')",1
"('fulani', 'yoruba')",1
"('chairman', 'benuedailypost')",1
"('yoruba', 'ooigbo')",1
"('ooigbo', 'problem')",1
"('x98x82x98x82x98x9b', 'herdsmen')",1
"('nigeria', 'economy')",1
"('herdsmen', 'over')",1
"('over', ""'"")",1
"('fulaniherdsmen', ""'"")",1
"('people', 'worst')",1
"('benuex99s', 'labour')",1
"(""''"", 'stop')",1
"('asking', 'rufai')",1
"('daoud', 'abdellatif')",1
"('terrorist', 'groupa')",1
"('richest', 'personiarhe')",1
"('richest', 'person')",1
"('person', 'sudan')",1
"('sudan', 'osama')",1
"('osama', 'daoud')",1
"('abdellatif', 'an')",1
"('rufai', 'answ')",1
"('almajiriherdsmen', 'problem')",1
"('problem', 'gambia')",1
"('gambia', ""'"")",1
"('engagement', 'herdsmen')",1
"('herdsmen', 'problems')",1
"('personiarhe', 'richest')",1
"('benuex99s', 'chairman')",1
"('locking', 'in')",1
"('dryness', 'x93')",1
"('reportersconfirming', 'the')",1
"('stop', 'calling')",1
"('bandits', 'innocent')",1
"('attacks', 'religious')",1
"('f/cking', 'terrorists')",1
"('cause', 'dryness')",1
"('x93', 'kaave')",1
"('service', 'swear')",1
"('swear', 'hands')",1
"('brotherhese', 'karamojong')",1
"('karamojong', 'herdsmen')",1
"('herdsmen', 'starved')",1
"('starved', 'ugandan')",1
"('ugandan', 'locking')",1
"('problems', 'nothing')",1
"(""'re"", 'f/cking')",1
"('worsender', 'jonath')",1
"('terrorized', 'fulaniherdsmen')",1
"('president', 'tinubuy')",1
"('bokoharam', 'people')",1
"('akure', 'n')",1
"('silly', 'x9axab')",1
"('x9axab', 'nigeria')",1
"('endx98x82x98x82x98x82x98x82', 'can')",1
"('can', 'cattle')",1
"('cattle', 'herdsmen')",1
"('start', 'using')",1
"('shettima', 'president')",1
"('using', 'north')",1
"('north', 'since')",1
"('running', 'buhari')",1
"('buhari', 'worsender')",1
"('heroine', 'master')",1
"('tinubuy', 'realize')",1
"('realize', 'latee2')",1
"('finland', 'worster')",1
"('dayulani', 'herdsmen')",1
"('farmersxc3xa2', 'farmers')",1
"('herdsmenx99s', 'attacks')",1
"('bokoharam', 'ar')",1
"('fulani', 'bokoharam')",1
"('anyone', 'still')",1
"('happen', 'dayulani')",1
"('visit', 'village')",1
"('simon', 'finland')",1
"('village', 'late')",1
"('late', ""'"")",1
"('nigerians', 'nigerians')",1
"('supporting', 'infiltrator')",1
"('sudanese', 'different')",1
"('infiltrator', 'simon')",1
"('eastern', 'region')",1
"('herdsmenfulani', 'ca')",1
"('killer', 'herd')",1
"('leaders', 'iwuanyanwu')",1
"('victims', 'atrocities')",1
"('makurdi', 'x94benue')",1
"('media', 'a')",1
"('worst', 'killing')",1
"('1612', 'financial')",1
"('threats', 'blocked')",1
"('blocked', 'nigeria')",1
"('nigeria', 'y')",1
"('x94benue', 'state')",1
"('surely', 'victims')",1
"('thing', 'north')",1
"('north', 'common')",1
"('common', 'tinubux99s')",1
"('tinubux99s', 'interestut')",1
"('interestut', 'choose')",1
"('atrocities', 'exclusively')",1
"('exclusively', 'herders')",1
"('igbo', 'leaders')",1
"('others', 'destroying')",1
"('iwuanyanwu', 'ohaneze')",1
"('financial', 'threats')",1
"('*', '1612')",1
"('compromised', 'media')",1
"('tinubu', '*')",1
"('killing', 'others')",1
"('destroying', 'country')",1
"('*', 'igbo')",1
"('country', 'b')",1
"('ochoche', 'following')",1
"('following', 'an')",1
"(""''"", 'murdered')",1
"('murdered', 'victims')",1
"('victims', 'these')",1
"('choose', 'enemies')",1
"('ohaneze', 'align')",1
"('attack', 'agooyinbo')",1
"('killed', 'fresh')",1
"('bandits', 'slaughtering')",1
"('people', ""'ipob"")",1
"('illegally', 'accumulating')",1
"('clean', 'illegally')",1
"('naijanews', 'suspected')",1
"('buhari', 'brother')",1
"('country', 'worldnnigeria')",1
"('assassinate', 'people')",1
"(""'ipob"", ""'"")",1
"('watched', 'herdsmen')",1
"(""'"", ""'herdsmen"")",1
"(""'herdsmen"", 'bandits')",1
"(""'"", 'north')",1
"('north', 'investigation')",1
"('investigation', 'a')",1
"('southern', 'kadunahahhaha')",1
"('hands', 'clean')",1
"('night', 'killed')",1
"('brother', 'unleashed')",1
"('align', 'tinubu')",1
"('kadunahahhaha', ""'"")",1
"('deathnmore', 'country')",1
"('russia', 'deathnmore')",1
"('ukraine', 'russia')",1
"('decry', 'herdsmen')",1
"('unleashed', 'bokoharam')",1
"('olorunfemi', 'sunday')",1
"('bokoharam', 'armed')",1
"('entire', 'southes')",1
"('southes', 'ne')",1
"('farmers', 'decry')",1
"('attacks', 'govtx99sxa0intervention')",1
"('nigerians', 'ukraine')",1
"('youx99re', 'separating')",1
"('killed', 'nigerians')",1
"('themhat', 'herdsmen')",1
"('killers', 'government')",1
"('imposed', 'currency')",1
"('chinedu', 'chukwudioruba')",1
"('groupa', 'gr')",1
"('declare', 'herdsmen')",1
"('hellhey', 'islamic')",1
"('handing', 'herdsmenjust')",1
"('herdsmen', 'works')",1
"('works', 'chinedu')",1
"('chukwudioruba', 'abi')",1
"('statement', 'th')",1
"('seems', 'people')",1
"('people', 'afraid')",1
"('afraid', 'reality')",1
"('reality', 'killedhe')",1
"('killedhe', 'fulani')",1
"('currency', 'change')",1
"('change', 'exceptions')",1
"('ochoche', 'an')",1
"('threat', 't')",1
"('government', 'ev')",1
"('exceptions', 'northern')",1
"('herdsmenjust', 'imagine')",1
"('lands', 'handing')",1
"('herefulani', 'killer')",1
"('indigenous', 'lands')",1
"('north', 's')",1
"('security', 'disturb')",1
"('military', 'killingsanything')",1
"('killingsanything', 'herdsmen/jihadists/')",1
"('herdsmen/jihadists/', 'g')",1
"('continue', 'su')",1
"('unfortunate', 'incidents')",1
"('denying', 'unfortunate')",1
"('fulani', 'religious')",1
"('paying', 'security')",1
"('fake', ""'"")",1
"('agooyinbo', 'for')",1
"('clearly', 'assassination')",1
"('herdsmen', 'inxa0benue')",1
"('stealing', 'indigenous')",1
"('northern', 'emirse')",1
"('herdsmenas', 'paying')",1
"('emirse', 'publicly')",1
"('publicly', 'quoted')",1
"('party', 'confirms')",1
"('capital', 'herdsmen')",1
"('murder', 'labor')",1
"('herdsmen', 'peace')",1
"('peace', 'never')",1
"('never', 'attack')",1
"('attack', 'farmershis')",1
"('farmershis', 'fake')",1
"('assassination', 'theyx99re')",1
"('theyx99re', 'trying')",1
"('thinkinghat', 'ipo')",1
"('northernerso', 'primitive')",1
"('government', 'stealing')",1
"('trying', 'cover')",1
